epoch	train_task_loss	val_loss	expert_entropy_normalized	avg_depth	mean_cos_sim	max_cos_sim	routing_accuracy	routing_hungarian_acc	routing_ami
1	0.097676	nan	N/A	2.00	N/A	N/A	N/A	N/A	N/A
2	0.075459	0.071318	N/A	2.00	N/A	N/A	N/A	N/A	N/A
