epoch	train_task_loss	val_loss	expert_entropy_normalized	avg_depth	mean_cos_sim	max_cos_sim	routing_agreement_with_pos	routing_hungarian_acc	routing_ami	val_perplexity	nats_below_bigram_floor	depth_rho_model_loss	depth_logfreq_partial_norm
1	4.165020	3.751293	0.9382	6.92	0.0522	0.0622	0.1598	0.3501	0.1217	42.5761	+1.233654	0.025021	0.009870
2	3.756607	3.621912	0.9475	6.94	0.0534	0.0635	0.1899	0.3715	0.1269	37.4090	+1.363035	0.010148	-0.063023
3	3.619630	3.502430	0.9684	6.94	0.0536	0.0636	0.1752	0.3748	0.1450	33.1960	+1.482517	-0.010604	-0.031830
